City,Area,Building_Type,Energy_Consumption_Per_SqM,Water_Usage_Per_Building,Waste_Recycled_Percentage,Occupancy_Rate,Smart_Devices_Count,Maintenance_Resolution_Time,Number_of_Residents,Electricity_Bill
Bangalore,Electronic City,Residential,124.7735792,646.2981933,53.02447091,65.0299186,1,8.589705613,357,14303.09802
Bangalore,Hebbal,Industrial,250,471.4258964,23.46008509,80.32421502,6,6.629571321,245,23495.57509
Bangalore,Electronic City,Commercial,50,501.6615402,23.22768046,66.59904663,3,5.647531282,113,18145.18992
Bangalore,Yelahanka,Residential,67.62930977,615.1621609,16.30666386,76.98004601,3,8.498824907,365,7897.513571
Bangalore,Whitefield,Industrial,50,1500,43.58066779,90.27780296,6,11.5299808,256,12867.38776
Bangalore,Jayanagar,Commercial,250,1500,25.10761147,76.95897696,6,6.329762485,166,18635.53687
Bangalore,BTM Layout,Residential,138.4434906,1500,28.51528918,76.12849695,4,5.087717961,342,22537.83727
Bangalore,Jayanagar,Industrial,136.6642535,1500,15.8358468,69.75946061,6,5.837335541,78,26806.50511
Bangalore,Yelahanka,Industrial,50,378.9306256,16.18287264,66.14133897,5,9.656789185,207,15127.83909
Bangalore,Malleshwaram,Commercial,50,1165.183935,7.367202227,92.77678747,10,40.09652354,311,18081.21905
Bangalore,Electronic City,Institutional,50,575.5474934,30.61826052,89.03471544,1,5.044989256,366,11942.09715
Bangalore,Malleshwaram,Institutional,50,293.9290402,20.55660388,88.8730703,16,6.295675624,196,10563.00646
Bangalore,Jayanagar,Commercial,150.0319605,1500,12.24729735,70.79697441,2,5.215719074,402,6570.881819
Bangalore,BTM Layout,Commercial,125.7088079,200,46.09005341,78.14247269,9,6.351552005,321,16949.99194
Bangalore,Indiranagar,Residential,250,1500,27.44161903,97.72694024,2,6.895525827,64,21322.54141
Bangalore,HSR Layout,Institutional,250,618.9259348,18.38465602,85.63483553,5,18.29191222,140,18879.40547
Bangalore,Malleshwaram,Residential,60.79886945,1013.907631,33.52880651,82.75814403,4,5.283927224,374,15435.68043
Bangalore,Yelahanka,Industrial,109.8962318,1076.911236,41.87432619,91.05596275,7,11.49372547,425,21118.05369
Bangalore,Malleshwaram,Commercial,217.2128762,1500,18.44594904,85.85838806,5,6.827041906,42,29753.82373
Bangalore,Yelahanka,Residential,142.1079011,1012.442892,10.50659678,85.79096165,7,12.43335078,373,10841.53855
Bangalore,Indiranagar,Commercial,50,951.7458641,22.67705595,92.37353167,10,7.7138363,444,2882.085936
Bangalore,Hebbal,Residential,50,200,21.80145878,91.11754288,3,5.134477511,306,16711.99675
Bangalore,Hebbal,Industrial,50,730.658042,38.72984248,93.32848678,3,21.49039354,209,20412.55196
Bangalore,Jayanagar,Industrial,231.016784,200,49.62033006,83.85419079,9,5.292042668,467,7263.321568
Bangalore,Malleshwaram,Institutional,69.88857769,1337.251919,68.27518229,57.76324745,8,8.545989026,420,19163.74444
Bangalore,BTM Layout,Institutional,50,717.8947323,41.23330306,88.53922656,2,15.14433928,304,13314.46514
Bangalore,Koramangala,Industrial,83.53721544,1140.146347,19.55938005,83.36970863,5,5.280979797,455,16684.21511
Bangalore,Jayanagar,Residential,72.20028261,200,2.124665628,38.79498992,2,8.087412168,73,10404.90104
Bangalore,Jayanagar,Commercial,50,200,31.74925344,73.11788442,6,12.85395371,392,10097.26836
Bangalore,HSR Layout,Industrial,50,1259.92038,8.787901085,48.46175291,1,36.81715386,153,9476.845038
Bangalore,Malleshwaram,Industrial,83.50809626,200,34.70315966,77.39543369,12,10.36510266,135,18337.54461
Bangalore,Hebbal,Residential,55.09578181,200,29.75403644,75.72771885,2,6.1486255,362,11878.39012
Bangalore,Hebbal,Industrial,110.9855311,200,12.08370709,65.89844084,4,9.930891046,264,16348.74469
Bangalore,Yelahanka,Industrial,55.07323953,1500,24.18549462,54.51517815,4,10.03497672,216,15147.54296
Bangalore,Electronic City,Residential,143.3827583,1337.536043,37.17856028,94.38586659,3,9.93745174,209,9099.291978
Bangalore,Banashankari,Industrial,60.20655893,435.7976357,34.63340511,59.88243629,4,14.00235873,204,15380.41625
Bangalore,Banashankari,Institutional,61.73359357,351.7379812,28.29918883,72.47154858,4,5.309478151,110,16185.02483
Bangalore,Banashankari,Institutional,156.9568982,430.3264507,3.630983881,88.84469752,8,5.389943893,31,20313.15837
Bangalore,Yelahanka,Institutional,50,1490.1162,45.28320752,92.43603816,2,9.06525273,12,22471.6831
Bangalore,HSR Layout,Institutional,50,1082.849018,32.99151195,89.6111986,1,22.88519426,127,9902.610842
Bangalore,BTM Layout,Industrial,50,204.8071551,25.99727866,97.80723353,1,7.324685431,313,16774.13415
Bangalore,Banashankari,Commercial,105.5293089,200,30.83411404,50.9711473,2,24.37858997,194,3913.455473
Bangalore,Indiranagar,Institutional,72.62992253,200,19.59548473,89.33674907,12,20.27756957,140,19256.16685
Bangalore,Yelahanka,Institutional,91.32490108,1079.70041,75.08495527,41.12500437,9,16.75745577,27,20486.50644
Bangalore,Whitefield,Industrial,50,1445.503799,37.43087261,76.10676731,16,17.30212891,46,2000
Bangalore,Jayanagar,Industrial,50,307.9479496,42.89143988,91.65985129,5,16.42494765,135,13303.9344
Bangalore,BTM Layout,Residential,50,200,48.50007795,65.08402979,3,12.70734963,317,10514.5235
Bangalore,Yelahanka,Institutional,50,200,15.61151311,89.01890565,9,9.855595543,442,13291.09813
Bangalore,Yelahanka,Residential,66.85480317,1500,11.44549544,96.98593572,6,5.08271016,58,12300.35217
Bangalore,Hebbal,Institutional,50,350.1885653,23.76414776,56.34296796,3,5.484210334,13,14781.86765
Bangalore,Electronic City,Commercial,50,1466.304043,56.04459706,82.59611415,1,5.492190469,437,19936.60356
Bangalore,Whitefield,Industrial,175.8796142,979.9325055,16.43647014,75.50866013,1,5.079722046,100,13431.29083
Bangalore,HSR Layout,Industrial,50,481.1691558,20.66164559,81.22102672,9,5.422315433,449,10062.78033
Bangalore,Yelahanka,Residential,54.11437711,230.278019,35.20870678,97.93777336,5,18.18347604,49,14011.80997
Bangalore,Jayanagar,Residential,114.8153803,200,46.6758751,64.91828437,7,9.381447809,291,13733.77026
Bangalore,HSR Layout,Industrial,50,954.5456285,30.78419582,92.29819712,6,6.327982049,94,14567.02812
Bangalore,HSR Layout,Industrial,72.98178565,1490.028558,16.63712679,43.24583239,1,11.91460567,95,11860.11634
Bangalore,Indiranagar,Industrial,148.7355483,1032.555634,32.94605268,49.77717577,5,7.50300834,145,16813.13996
Bangalore,Koramangala,Institutional,223.9642812,755.6656277,22.15308705,94.65644955,4,5.524278685,72,21467.13409
Bangalore,Koramangala,Institutional,50,200,7.489289465,47.06844587,11,15.53408146,451,8655.034704
Bangalore,HSR Layout,Commercial,195.8747072,1500,21.43197805,86.78797279,8,6.477804654,379,17253.5781
Bangalore,Banashankari,Institutional,50.81270857,1500,40.00409102,90.15545879,7,9.919129421,10,19798.6483
Bangalore,Hebbal,Industrial,50,346.4729286,25.66417488,62.03366584,6,6.212481693,162,12830.22251
Bangalore,Whitefield,Institutional,50,1500,13.23784557,93.60756701,9,7.599809024,214,21261.00328
Bangalore,Banashankari,Residential,250,921.0058045,67.91553494,83.81365456,6,12.58975081,4,14697.1153
Bangalore,Malleshwaram,Industrial,50.88684695,873.285502,22.3264003,92.11873317,4,5.584879334,224,9370.111683
Bangalore,Yelahanka,Institutional,50,1378.616628,11.48349842,62.17732759,4,30.29244487,381,8642.204649
Bangalore,Hebbal,Industrial,75.26147055,1500,23.24200991,60.22900177,5,5.245644871,29,18924.04655
Bangalore,HSR Layout,Residential,50,1068.505891,27.47130975,83.70099774,1,7.898547153,302,18464.28937
Bangalore,Malleshwaram,Residential,50,200,13.84656342,91.55640591,8,17.83586978,203,22821.45132
Bangalore,Banashankari,Institutional,50,412.8938923,27.1606493,75.17365813,3,21.40687977,430,18353.59161
Bangalore,Malleshwaram,Industrial,50,1500,25.1451973,96.15601532,2,5.920272285,77,14502.63799
Bangalore,HSR Layout,Commercial,50,254.3963879,20.61374066,90.42935517,3,5.53188735,59,17411.54212
Bangalore,Indiranagar,Residential,50,465.4811094,26.91855187,94.62943994,3,10.36650748,445,15360.43752
Bangalore,Yelahanka,Commercial,76.80630383,565.7692267,17.85081158,98.67535396,2,5.143959413,196,13337.13436
Bangalore,Koramangala,Institutional,50,578.7565409,25.15816126,94.14819508,9,7.477611114,322,12253.18565
Bangalore,Whitefield,Residential,50,949.1744806,22.97894173,85.40167909,7,11.99712927,418,6384.918904
Bangalore,Malleshwaram,Commercial,170.3230594,1500,28.52826082,49.58481245,8,8.1502176,107,11289.26788
Bangalore,HSR Layout,Residential,50,275.3487243,20.53545416,98.19357936,4,5.718903358,342,14901.74994
Bangalore,Indiranagar,Commercial,82.59668127,200,50.61768565,62.85766792,7,7.492232153,389,2000
Bangalore,BTM Layout,Industrial,50,219.9866519,25.91459903,71.06463566,3,18.3325348,9,12425.67045
Bangalore,Banashankari,Industrial,50,1500,5.402368872,60.20652377,6,8.77254706,20,19602.86853
Bangalore,Koramangala,Institutional,50,1037.924081,27.04957575,74.91784613,5,10.31275716,149,21716.14451
Bangalore,BTM Layout,Residential,50,336.7417779,23.24597504,67.28987345,3,6.463964939,383,12362.77772
Bangalore,HSR Layout,Commercial,50,1500,40.6889253,81.40072261,3,5.72097453,17,12175.00488
Bangalore,Whitefield,Institutional,50,1500,65.21424739,88.82660414,6,6.034163747,12,11400.09131
Bangalore,Banashankari,Industrial,50,1500,21.39119641,80.73043934,4,7.890886038,476,12208.04781
Bangalore,Indiranagar,Industrial,50,1500,65.67389897,65.26750569,7,6.158353243,82,20713.24493
Bangalore,Banashankari,Institutional,50,290.6745724,42.42409723,93.68449909,4,7.972799654,67,23146.04059
Bangalore,Yelahanka,Residential,50,1406.668221,25.34361866,93.37444588,1,10.06963026,133,6557.615835
Bangalore,BTM Layout,Commercial,50,617.1857079,28.11928171,52.27883426,5,10.55685231,444,10942.674
Bangalore,BTM Layout,Industrial,52.50038885,1500,55.5714541,82.38171212,1,5.618175425,53,5682.63592
Bangalore,Hebbal,Institutional,87.93430755,1303.758802,38.51783532,94.89205811,7,10.88314008,436,14856.82738
Bangalore,Electronic City,Industrial,50,1498.108754,18.74642645,75.22664981,3,9.510401155,206,12558.16457
Bangalore,Banashankari,Industrial,120.4870683,1067.584191,43.81755983,79.83859315,3,5.040340406,432,16794.60254
Bangalore,Hebbal,Commercial,74.14452678,200,38.23518176,82.31747094,12,5.204313565,474,18316.0921
Bangalore,BTM Layout,Residential,50,787.5170242,35.66773275,74.39861284,5,9.139508499,403,17761.30913
Bangalore,Malleshwaram,Residential,155.1101024,1500,42.41284846,84.46278135,6,6.750874646,233,6770.305511
Bangalore,BTM Layout,Commercial,190.252016,1500,12.28652688,85.76330416,2,5.540592089,401,14871.48884
Bangalore,Banashankari,Institutional,50,200,31.70648335,98.40721044,5,5.15252572,54,6521.402546
Bangalore,Indiranagar,Institutional,50,200,17.76334166,84.6941291,5,5.59586913,487,23684.36387
Bangalore,Banashankari,Residential,123.0701387,200,51.1882527,97.89014279,9,23.65835536,490,13226.61278
Bangalore,Banashankari,Industrial,103.451793,1294.553854,38.87941905,67.30681687,8,10.42574119,68,8167.683645
Bangalore,Jayanagar,Industrial,50,1500,44.95548499,83.24958242,5,7.840906382,490,12278.67251
Bangalore,HSR Layout,Institutional,50,240.1770084,49.99177635,78.68151395,4,20.76607706,291,16039.41214
Bangalore,Yelahanka,Commercial,50,704.9216138,28.9452362,88.38600561,10,8.795379205,344,18666.24236
Bangalore,Jayanagar,Industrial,50,1500,36.3180908,70.80963532,7,10.38966405,169,21501.54773
Bangalore,BTM Layout,Institutional,72.22513755,1319.763619,18.57844321,96.56567695,9,6.170947209,397,15314.54865
Bangalore,Banashankari,Commercial,69.04688445,781.404145,23.08747028,85.94184724,5,8.449712398,161,13330.83963
Bangalore,Yelahanka,Residential,93.13366638,892.4465046,34.90460445,68.21236214,5,5.529805877,15,18425.34685
Bangalore,HSR Layout,Commercial,206.4343411,710.0096501,24.41664361,60.91049702,9,6.885988729,191,18288.17832
Bangalore,Jayanagar,Residential,50,353.17885,41.12344915,57.86290136,4,5.11332175,15,15593.89203
Bangalore,Banashankari,Institutional,50,832.4598075,24.5760286,56.21240922,9,5.847858244,287,19048.11214
Bangalore,Whitefield,Commercial,187.4237812,1167.593631,3.809612498,63.8335501,8,5.262792088,363,11948.75585
Bangalore,Jayanagar,Institutional,250,1500,56.23673378,91.88976021,9,6.776888135,412,14879.88436
Bangalore,HSR Layout,Residential,107.5168668,1011.402155,12.90070837,65.06675399,6,13.53812802,10,4835.132259
Bangalore,Jayanagar,Industrial,113.9294254,1431.80038,40.2197107,84.32128498,17,6.71443112,57,21949.34102
Bangalore,Electronic City,Industrial,50,200,17.22057246,59.98293193,6,13.11006626,199,12541.54196
Bangalore,Electronic City,Residential,88.97148691,619.0745187,17.03620783,72.7300664,5,9.278756091,161,21977.81935
Bangalore,BTM Layout,Industrial,114.0910199,200,26.21214093,74.47623595,6,7.680285166,263,11719.04632
Bangalore,Whitefield,Industrial,50,283.2636674,6.039651689,72.77261895,8,5.943038815,389,16511.12022
Bangalore,Indiranagar,Commercial,50,1296.313686,51.76335727,76.14662078,1,18.42026427,474,15273.71977
Bangalore,Indiranagar,Commercial,71.04974772,1500,12.26821649,81.26746031,2,5.187485898,381,11990.02927
Bangalore,HSR Layout,Industrial,50,200,16.13760416,79.65196524,2,9.758403751,253,17398.04393
Bangalore,Malleshwaram,Commercial,58.30871419,513.3192567,6.776528093,89.81739156,9,8.821184244,119,21384.74627
Bangalore,Indiranagar,Residential,50,1500,10.31953278,63.2453955,3,7.139668219,80,23948.9535
Bangalore,HSR Layout,Commercial,59.51238453,228.2008613,24.31292641,86.11483233,3,5.959480066,124,18713.61531
Bangalore,Whitefield,Commercial,50,809.8719123,38.29298905,84.74152096,2,7.065682849,313,8949.835163
Bangalore,Malleshwaram,Commercial,250,1320.773683,51.4377297,81.41572917,1,14.88260382,72,7972.105447
Bangalore,Malleshwaram,Institutional,135.0598221,957.0748372,13.33717455,60.78481663,4,13.29770227,470,20694.6791
Bangalore,Electronic City,Residential,170.4949437,208.2854006,9.19824869,91.37909284,4,20.74272292,482,10013.54244
Bangalore,BTM Layout,Industrial,233.5063549,439.1013705,14.4532299,64.16578587,13,6.304587358,168,18079.77545
Bangalore,Banashankari,Industrial,103.5054633,1500,37.67594975,96.70871714,5,6.772565309,284,15669.70148
Bangalore,Malleshwaram,Institutional,50,807.9443352,13.4414742,79.58714744,9,5.063211303,494,21593.50678
Bangalore,Koramangala,Commercial,115.5387545,200,31.87484056,80.17734918,6,20.97654797,36,17549.75833
Bangalore,HSR Layout,Residential,132.5884587,1431.253067,44.09260939,64.64787975,1,6.424661591,312,14847.10734
Bangalore,Malleshwaram,Residential,205.2324973,200,9.582704965,95.47511966,8,6.883865015,175,25306.22734
Bangalore,Malleshwaram,Industrial,84.75519741,1369.373461,12.70080829,67.31888248,8,17.13588723,199,19116.23751
Bangalore,Hebbal,Institutional,50,226.2490687,32.17778262,93.58088257,8,7.830889616,116,17773.66108
Bangalore,Koramangala,Institutional,50.06432704,1500,45.52997341,63.1251999,5,8.209761866,424,11586.96964
Bangalore,Hebbal,Institutional,67.66722382,458.7721413,40.370219,84.89083079,5,5.667561979,315,9266.784582
Bangalore,Malleshwaram,Institutional,155.7336917,395.9083443,4.492350996,84.02971767,1,7.587975446,427,13702.6595
Bangalore,Banashankari,Residential,126.8672582,200,80.88683481,68.73707564,6,18.03725808,220,7505.876105
Bangalore,Koramangala,Commercial,66.03101395,364.7131863,37.60462116,34.23523452,3,8.134935907,379,13390.11505
Bangalore,Electronic City,Industrial,250,1500,18.61592097,58.03084452,6,6.031566541,66,19004.76785
Bangalore,Jayanagar,Residential,139.6249513,1500,35.50694642,67.94953245,10,5.106150558,265,19908.94918
Bangalore,Malleshwaram,Institutional,50,459.3557683,17.17085606,97.43866904,5,6.464183113,134,13289.97866
Bangalore,Malleshwaram,Institutional,50,595.3140605,40.227642,86.10915444,2,8.275536566,119,29679.87437
Bangalore,BTM Layout,Industrial,50,1280.389371,18.69926117,73.70835253,9,5.146218288,122,21366.70276
Bangalore,BTM Layout,Commercial,50,1500,6.441766416,93.20990214,4,8.684685612,321,14850.15288
Bangalore,Hebbal,Commercial,50,899.0510287,32.21094166,85.01508986,7,7.802246567,387,20707.11712
Bangalore,HSR Layout,Commercial,50,496.8005995,33.33409411,72.15259145,6,11.65217209,458,12102.53466
Bangalore,Banashankari,Institutional,50.34087723,532.0864432,36.17175526,72.63879655,5,5.098191108,421,16269.5786
Bangalore,HSR Layout,Residential,50,1189.472269,11.61753294,74.12330183,3,11.58636002,383,13197.16634
Bangalore,Jayanagar,Residential,250,200,42.40758835,84.66783318,8,7.779612164,492,8941.115404
Bangalore,Malleshwaram,Commercial,50,966.5039189,37.32253622,45.08219381,8,6.66831561,87,17663.15567
Bangalore,Banashankari,Industrial,111.5118525,439.2696117,18.33337478,90.67326197,8,25.683396,289,14970.48879
Bangalore,Koramangala,Commercial,79.24583347,1500,22.83344985,84.98143976,6,5.598901159,137,15341.41638
Bangalore,Malleshwaram,Commercial,250,200,52.81224747,77.87393105,5,7.966766223,53,14864.32384
Bangalore,Electronic City,Industrial,50,887.2229894,28.74436425,73.87093437,6,6.37730652,205,10509.49398
Bangalore,Yelahanka,Commercial,76.08869906,655.7991619,45.05017206,74.33817814,1,7.838921865,348,22941.68979
Bangalore,Yelahanka,Industrial,250,1028.131996,33.04836357,73.40714099,14,8.071628542,51,16243.69115
Bangalore,Malleshwaram,Industrial,250,200,56.01647351,67.19552361,1,5.317277742,327,13665.17027
Bangalore,Indiranagar,Residential,250,867.4619671,30.93652772,52.7937947,7,9.343588738,410,8453.948237
Bangalore,Banashankari,Industrial,50,824.3603206,44.1030391,93.64555665,9,8.986107998,400,22016.90266
Bangalore,Indiranagar,Commercial,50,822.4818931,29.16179093,84.21322415,6,11.30881746,40,19586.59114
Bangalore,Hebbal,Industrial,165.6839398,925.0481327,31.22617263,84.04179458,3,5.321852811,250,15007.547
Bangalore,BTM Layout,Commercial,250,1128.457058,31.30550326,89.82118447,2,6.247814429,218,8579.352337
Bangalore,Koramangala,Industrial,122.0475633,1500,7.58313483,71.42527168,4,9.191329094,179,23294.65627
Bangalore,Malleshwaram,Residential,127.1591342,314.4651861,41.97578437,78.91183993,7,5.502304089,39,13176.04709
Bangalore,Hebbal,Commercial,50,1500,25.90520488,60.33792981,7,9.583693183,183,11642.44578
Bangalore,Hebbal,Commercial,220.1210638,689.6646163,18.61147467,62.48193422,5,5.204872151,224,14754.38639
Bangalore,Yelahanka,Commercial,50,200,11.95502808,80.34190305,3,6.456304596,164,16875.68036
Bangalore,Koramangala,Industrial,58.66317197,200,4.299730643,88.01172642,8,13.68514412,234,14156.83545
Bangalore,Whitefield,Residential,83.12168251,406.8235084,60.57924099,62.87957678,14,11.42418749,377,2000
Bangalore,Yelahanka,Residential,106.2727444,1500,32.08700482,99.83248163,7,9.119728229,193,16248.13013
Bangalore,Malleshwaram,Residential,50,1229.909384,24.15153862,90.2546616,4,14.76348824,497,19612.90982
Bangalore,Indiranagar,Residential,50,1500,19.0235579,56.54867202,19,10.09511723,85,10544.74741
Bangalore,Banashankari,Industrial,141.4799486,728.2958332,38.3192783,69.53835371,12,7.766286285,461,22802.7648
Bangalore,Indiranagar,Commercial,51.08450527,580.1739119,31.19802356,90.2550681,3,31.66847438,243,19374.35438
Bangalore,Koramangala,Institutional,130.5679602,200,21.00309847,95.08594342,6,9.853601202,474,17343.87603
Bangalore,Jayanagar,Residential,50,397.7838153,10.74814623,58.87312303,1,8.587586281,173,9929.558334
Bangalore,Malleshwaram,Institutional,98.4182067,569.1954172,26.10515983,77.25920198,5,6.915322567,393,16394.3421
Bangalore,Electronic City,Industrial,114.0820872,200,65.81435408,95.61201417,3,16.72043909,37,16774.64962
Bangalore,HSR Layout,Industrial,50,249.246222,23.8773158,63.70218543,3,6.239559915,87,14590.38463
Bangalore,Banashankari,Institutional,61.55754021,911.8637805,32.23980215,94.58445052,3,5.030922237,129,19456.69823
Bangalore,Electronic City,Commercial,50,1330.530907,19.12711599,76.20900249,8,5.757583205,194,13196.34721
Bangalore,Electronic City,Institutional,50,1500,37.10106122,80.35233745,15,5.394211168,319,13641.8601
Bangalore,Malleshwaram,Industrial,250,1500,21.64893492,78.65218595,4,6.366226493,43,11668.14296
Bangalore,Jayanagar,Institutional,58.36950338,1028.80231,17.29872365,87.55691226,5,12.90809327,412,12743.81627
Bangalore,Malleshwaram,Residential,249.0105921,546.8813099,51.02587117,61.0819924,5,9.210566921,356,14250.04775
Bangalore,Jayanagar,Residential,50,1011.088796,8.946149113,90.97996634,3,5.636439577,159,14069.45243
Bangalore,Whitefield,Commercial,171.6212027,1500,62.59464828,73.96506769,9,11.79256036,105,13844.81532
Bangalore,Banashankari,Institutional,214.2099334,200,28.25253958,95.4644991,2,7.6348559,453,19620.4897
Bangalore,Koramangala,Institutional,135.8169891,527.4715512,42.41227896,74.12337951,12,7.707853731,229,22513.48933
Bangalore,BTM Layout,Institutional,95.67849661,1500,31.11013314,68.31187504,5,6.616765706,217,8590.739213
Bangalore,Koramangala,Institutional,79.61367203,484.2371703,8.557242722,88.42374527,3,14.47502137,264,22397.30717
Bangalore,Electronic City,Commercial,64.35649526,848.3336962,27.43334631,85.34258895,8,6.362521038,418,18372.32712
Bangalore,HSR Layout,Industrial,250,886.1722825,15.03837761,89.7289141,5,5.335058378,487,10534.607
Bangalore,Yelahanka,Commercial,250,203.924738,29.41407531,59.90971386,1,6.277152786,49,13350.58057
Bangalore,Whitefield,Industrial,250,449.7860945,26.54378617,77.28526514,9,10.2019071,352,16419.9391
Bangalore,Yelahanka,Industrial,50,407.2336041,9.430256429,83.9829629,10,9.293801829,442,6724.91553
Bangalore,Koramangala,Industrial,196.8827045,200,66.14856689,84.24470014,3,5.718920465,123,14566.27776
Bangalore,Koramangala,Institutional,250,200,52.3004321,89.63357612,6,5.403045981,459,17627.7284
Bangalore,HSR Layout,Commercial,50,1500,19.4714925,80.90912655,2,9.339789828,303,11278.1442
Bangalore,HSR Layout,Industrial,50,318.9262064,23.20949604,57.07503654,4,9.565323448,25,7600.723285
Bangalore,Koramangala,Residential,202.708973,729.9745937,19.80856884,84.20128193,7,6.641378744,131,15993.21776
Bangalore,Hebbal,Industrial,128.1640716,354.8559901,26.33253363,92.46980988,6,13.52893368,429,26041.25214
Bangalore,Indiranagar,Commercial,250,1500,13.06550627,61.16114224,14,30.799948,370,11433.83995
Bangalore,HSR Layout,Institutional,50,300.1552182,25.81105148,75.39712109,2,5.79763136,436,11564.77467
Bangalore,Indiranagar,Residential,237.9075167,561.5170164,22.73413044,60.58720771,3,8.322223939,224,13997.53117
Bangalore,Banashankari,Industrial,50,1500,35.95988931,86.82170989,3,5.01788488,99,22848.6377
Bangalore,Yelahanka,Institutional,50,1500,58.03080647,85.19772874,4,10.16119644,352,6737.977073
Bangalore,Whitefield,Commercial,50,205.9195127,64.41064884,81.29125112,3,6.951906064,290,18849.12066
Bangalore,Hebbal,Commercial,250,1500,28.38196282,84.66931547,6,5.742131359,485,12645.33401
Bangalore,HSR Layout,Residential,164.1320459,612.8341465,50.78098438,73.7507553,3,10.92131885,197,13076.49996
Bangalore,Banashankari,Residential,111.0563935,659.6521976,70.14259858,69.5773145,4,12.41448535,109,9949.166402
Bangalore,Jayanagar,Industrial,66.66921025,200,20.88259652,86.37575393,12,5.400635154,348,13755.14421
Bangalore,Electronic City,Institutional,250,200,9.85811966,68.74064655,4,5.140510627,220,10093.50618
Bangalore,Indiranagar,Institutional,74.74691245,1301.730101,15.60569435,90.29307234,4,6.451410287,264,12288.40457
Bangalore,Hebbal,Commercial,250,686.0944146,4.687605652,92.11436177,7,8.879455929,411,2672.530033
Bangalore,Hebbal,Commercial,86.74123217,574.2105041,57.98862349,84.87768092,9,11.91622986,208,6330.438015
Bangalore,Whitefield,Industrial,70.96793487,1307.513601,43.23500433,79.70292683,3,8.011718082,319,16683.61491
Bangalore,Indiranagar,Industrial,93.17415898,1450.354699,52.74697435,53.13182265,2,8.361089927,82,21311.13377
Bangalore,Jayanagar,Commercial,53.79679131,200,39.92279421,53.35572111,4,12.09572075,25,31149.14563
Bangalore,Whitefield,Commercial,206.5165969,942.1860129,8.276409707,79.49085687,6,7.851236,186,19622.76829
Bangalore,Hebbal,Institutional,104.7904224,200,24.66596671,71.87925657,5,8.70064365,432,12426.51294
Bangalore,Koramangala,Institutional,50,1391.809888,56.8243526,92.74841136,5,7.738449429,385,5081.842636
Bangalore,Jayanagar,Institutional,250,1069.894101,39.1257302,95.50796691,3,15.29987873,8,17698.83215
Bangalore,Hebbal,Industrial,72.64976135,1500,33.28198423,98.73944912,4,5.936473803,124,7737.372768
Bangalore,Yelahanka,Institutional,117.6423573,200,11.28387463,96.37530567,1,6.075741219,149,10964.11274
Bangalore,Malleshwaram,Residential,250,200,6.427835715,80.91234013,4,5.466981114,98,19430.13694
Bangalore,Malleshwaram,Residential,146.8198956,331.5462936,33.17016319,84.01302505,8,12.69352108,216,16471.0251
Bangalore,HSR Layout,Institutional,50,303.4127314,50.21902072,79.36659385,4,6.934917032,101,10354.6753
Bangalore,Whitefield,Institutional,250,283.6618963,56.97008107,97.607795,5,6.531715557,218,6468.002948
Bangalore,Hebbal,Commercial,148.2115393,1500,27.80697857,85.75218711,5,32.70773359,367,16061.21744
Bangalore,Yelahanka,Commercial,61.17394733,287.0771886,64.2799617,69.22462505,2,18.90578251,462,16678.48291
Bangalore,HSR Layout,Industrial,50,317.3851757,10.89192384,96.90728492,1,27.92686007,413,22519.30843
Bangalore,Whitefield,Residential,237.0002094,1424.612254,51.41841094,91.50599669,3,5.524981973,414,2539.396493
Bangalore,Jayanagar,Residential,145.1663261,597.3640989,12.13192379,93.29939201,1,15.95041636,259,15591.08936
Bangalore,Yelahanka,Industrial,114.3620787,1499.286398,11.34137479,62.88208814,9,6.420799862,391,19583.84135
Bangalore,Hebbal,Institutional,250,200,35.57196705,79.37206512,6,5.042548762,356,12898.77037
Bangalore,Whitefield,Institutional,233.0985021,668.5934921,18.57086782,86.76692916,1,6.79954254,11,7016.700992
Bangalore,Hebbal,Industrial,50,200,18.23332723,33.29566048,5,7.677415943,416,10376.05325
Bangalore,Koramangala,Residential,56.03438271,200,30.48905828,67.90150109,1,5.38916936,59,15187.07655
Bangalore,Electronic City,Residential,50,1500,39.88272669,88.36629437,10,7.932575623,250,12564.99722
Bangalore,BTM Layout,Institutional,204.3552093,200,36.7242427,59.02799792,7,12.6934176,140,16519.4388
Bangalore,Malleshwaram,Commercial,50,760.1862811,10.57930041,90.77816163,4,6.712654245,335,21396.76338
Bangalore,Yelahanka,Industrial,126.5570335,529.4914219,47.00338483,90.47728937,1,6.559856808,38,13003.36808
Bangalore,Electronic City,Industrial,215.6120574,426.7040556,56.46717565,88.36238017,1,6.478663726,122,21098.62936
Bangalore,Whitefield,Institutional,250,1500,50.87935657,89.52006283,4,18.51513257,408,14421.73284
Bangalore,BTM Layout,Industrial,62.80118903,200,20.80128661,78.95769726,9,5.168018848,65,16694.64692
Bangalore,Yelahanka,Residential,250,1090.018381,29.88492345,90.55192072,7,7.169018024,146,14414.47972
Bangalore,Electronic City,Institutional,50,1500,16.23602473,53.07197599,4,6.078782016,302,16824.14394
Bangalore,Koramangala,Residential,250,821.3628603,35.48314907,84.39510546,4,16.11712244,125,17693.70463
Bangalore,Malleshwaram,Commercial,50,1500,39.38046876,71.5078739,3,5.34234195,312,18209.05378
Bangalore,Banashankari,Industrial,75.94719468,200,39.17719152,59.64975795,12,6.932655416,191,15016.22172
